position,positionLabel,ofLabel,jurisdictionLabel,people,example
Q6866156,Ukrainian Minister of Foreign Affairs,,Ukraine,1,Q58077
Q7883053,Under-Secretary of State for the Home Department,,,1,Q1175443
Q358664,Under-Secretary-General for Humanitarian Affairs and Emergency Relief Coordinator,,,1,Q549955
Q23652107,"Undersecretary of Environment, Physical Planning and Public Works of Greece",Cabinet of Konstantinos Mitsotakis,Greece,1,Q382096
Q23653074,"Undersecretary of Health, Welfare and Social Security of Greece",,Greece,1,Q16332103
Q23653077,Undersecretary of Hygiene of Greece,,Greece,1,Q16332103
Q23639647,"Undersecretary of Industry, Energy and Technology of Greece",,Greece,1,Q16332103
Q23640221,Undersecretary of National Education and Religious Affairs of Greece,,Greece,1,Q7943966
Q14469746,Undersecretary of State,Ministry of Foreign Affairs and International Cooperation,Italy,1,Q16575444
Q23651600,Undersecretary of Transport and Communications of Greece,,Greece,1,Q6751217
Q23652105,Undersecretary to the Prime Minister,Cabinet of Konstantinos Mitsotakis,Greece,1,Q464862
Q27832358,United Nations High Commissioner for Refugees,,,1,Q311440
Q7888947,United Nations Special Coordinator for the Middle East Peace Process,,,1,Q58106
Q2467412,United Nations Special Rapporteur on torture,,,1,Q481465
Q125973,Vice President of Bulgaria,,Bulgaria,1,Q433338
Q20966659,Vice President of the Bundestag,,,1,Q75791
Q4011164,Vice President of the Council of Ministers of Italy,,Italy,1,Q562097
Q2897193,Vice President of the Russian Federation,,Russia,1,Q314116
Q651703,Vice-President of the European Commission,,European Union,1,Q32681
Q27972081,Vicepresident of the Basque Autonomus Community,,,1,Q1684700
Q9377069,Voivodes of Poland (since 1999),Łódź Voivodeship,voivodeship of Poland,1,Q9388252
Q27156628,Werknemerslid,,,1,Q2843702
Q16532929,administrator,Institut de Relations Internationales et Stratégiques,,1,Q30338651
Q20748682,alderman,,,1,Q3259697
Q39664576,ambassador of Bosnia and Herzegovina to Serbia and Montenegro,,,1,Q297825
Q40233437,ambassador of Canada to Argentina,,,1,Q437150
Q40770362,ambassador of Estonia to Russia,,,1,Q1453245
Q26262720,ambassador of France to Sweden,,,1,Q15924670
Q76009593,ambassador of Georgia to France,,,1,Q3649217
Q63255429,ambassador of Hungary to Australia,,Australia,1,Q4818402
Q63255429,ambassador of Hungary to Australia,,Hungary,1,Q4818402
Q63247014,ambassador of Hungary to Greece,,Hungary,1,Q110812967
Q63247014,ambassador of Hungary to Greece,,Greece,1,Q110812967
Q62128559,ambassador of Hungary to Slovenia,,Hungary,1,Q733872
Q62128559,ambassador of Hungary to Slovenia,,Slovenia,1,Q733872
Q63348156,ambassador of Hungary to Ukraine,,Ukraine,1,Q12078237
Q63348156,ambassador of Hungary to Ukraine,,Hungary,1,Q12078237
Q30159013,ambassador of Mexico to the United Kingdom,,,1,Q823046
Q38272559,ambassador of Moldova,,,1,Q451235
Q30816866,ambassador of Morocco to Belgium,,Morocco,1,Q3319000
Q28064872,ambassador of New Zealand to the United States,,New Zealand,1,Q558647
Q100151852,ambassador of Palestine to Iraq,,,1,Q739001
Q64698744,ambassador of Romania to Montenegro,,,1,Q18544048
Q64699554,ambassador of Romania to Serbia,,,1,Q18544048
Q30160686,ambassador of Russian Federation to the United States,,,1,Q2003890
Q114942403,ambassador of Serbia to Cyprus,,,1,Q28870692
Q30249299,ambassador of Slovakia,,,1,Q1348577
Q102722649,ambassador of South Korea to Austria,,,1,Q1253
Q55076957,ambassador of Spain to Armenia,,,1,Q5411740
Q55077642,ambassador of Spain to Belarus,,,1,Q5411740
Q55070636,ambassador of Spain to Georgia,,,1,Q5411740
Q55075047,ambassador of Spain to Iceland,,Iceland,1,Q27755484
Q55075047,ambassador of Spain to Iceland,,Spain,1,Q27755484
Q107098499,ambassador of Spain to Lithuania,,,1,Q5411740
Q55075179,ambassador of Spain to Norway,,,1,Q27755484
Q40033530,ambassador of Spain to Russia,,Spain,1,Q5411740
Q55077650,ambassador of Spain to Turkmenistan,,,1,Q5411740
Q55076978,ambassador of Spain to Uzbekistan,,,1,Q5411740
Q57193451,ambassador of Sweden to the United States,,,1,Q549955
Q40338446,ambassador of Ukraine to Canada,,,1,Q2081854
Q66821217,ambassador of Ukraine to Hungary,,Ukraine,1,Q1225368
Q66821217,ambassador of Ukraine to Hungary,,Hungary,1,Q1225368
Q28038712,ambassador of the Russian Federation,,,1,Q190884
Q40032299,ambassador of the Soviet Union,,,1,Q2624267
Q56761160,ambassador of the United Kingdom to Luxembourg,,,1,Q2058046
Q56761188,ambassador of the United Kingdom to Saudi Arabia,,,1,Q2058046
Q56761201,ambassador of the United Kingdom to Syria,,,1,Q2058046
Q19359052,ambassador to the United States of America,,,1,Q998489
Q3625593,assessor,La Spezia,Italy,1,Q3615909
Q544178,attaché,,,1,Q738049
Q140686,chairperson,Q10587240,,1,Q490785
Q140686,chairperson,Q112055652,,1,Q12331321
Q140686,chairperson,Q16957143,,1,Q6376025
Q140686,chairperson,Q17455141,,1,Q15249537
Q140686,chairperson,Bundesarbeitsgemeinschaft für Soldatenbetreuung,,1,Q57505
Q140686,chairperson,Alliance of Liberals and Democrats for Europe Party,,1,Q1583347
Q140686,chairperson,Danish Patients,,1,Q451335
Q140686,chairperson,Federation of railway industries,,1,Q981661
Q140686,chairperson,IG Metall Baden-Württemberg,,1,Q65527
Q140686,chairperson,KDU-ČSL parliamentary group,,1,Q696669
Q140686,chairperson,Liberals,,1,Q16991064
Q140686,chairperson,Moderate Youth League,,1,Q490785
Q140686,chairperson,National Advisory Board on Romani Affairs,,1,Q2270153
Q140686,chairperson,National Liberal Party,,1,Q7911419
Q140686,chairperson,Nationalist Youth of Catalonia,,1,Q11928385
Q140686,chairperson,Poslanecký klub Komunistické strany Čech a Moravy,,1,Q11985459
Q140686,chairperson,Social Democratic Party,,1,Q21179176
Q140686,chairperson,Social Democratic Youth of Denmark,,1,Q12316446
Q140686,chairperson,State Committee on Work with Diaspora,,1,Q11011361
Q140686,chairperson,Conseil national de la sécurité routière,,1,Q2861893
Q89581357,chairperson of Covasna County Council,,Covasna County,1,Q919190
Q89581413,chairperson of Ilfov County Council,,Ilfov County,1,Q18537738
Q89581568,chairperson of Prahova County Council,,Prahova County,1,Q18537408
Q47472704,chairperson of the Ethics Commission of the International Olympic Committee,,Ethics Commission of the International Olympic Committee,1,Q1253
Q484876,chief executive officer,,,1,Q1385119
Q484876,chief executive officer,Northgas,,1,Q4073083
Q107466947,city council member in Freising,,Freising,1,Q15787696
Q43351535,city councillor of Badalona,,Badalona,1,Q11705387
Q58330127,city councillor of Tortosa,,Tortosa,1,Q17036722
Q40257808,civil governor of Biscay,,Biscay,1,Q65497794
Q38090231,civil governor of Zaragoza,,Zaragoza Province,1,Q65497794
Q4115952,commerce minister,,,1,Q3080572
Q66501379,community councillor of Le Mans Métropole,,Le Mans metropolitan area,1,Q3293018
Q3215878,community senator,,,1,Q3193227
Q66501393,conseiller de la Métropole d'Aix-Marseille-Provence,,Metropolis of Aix-Marseille-Provence,1,Q787494
Q52319034,conseiller régional de Provence-Alpes-Côte d'Azur,,Provence-Alpes-Côte d'Azur,1,Q63655
Q3734658,consul general,,,1,Q55753740
Q708492,council member,Beroun,municipality,1,Q15220263
Q708492,council member,Buzău,municipality,1,Q21179176
Q708492,council member,Hamar municipality,municipality,1,Q4761757
Q708492,council member,Jerusalem,municipality,1,Q3593226
Q708492,council member,La Spezia,municipality,1,Q3615909
Q708492,council member,Žatec,municipality,1,Q18006203
Q45892794,councillor of Pozuelo de Alarcón,,Pozuelo de Alarcón,1,Q42685818
Q11916440,cònsol,,Andorra,1,Q44808359
Q723682,dean,"Faculty of Electrical Engineering, Automatic Control and Informatics (Opole University of Technology)",,1,Q11818205
Q723682,dean,Masaryk University Faculty of Informatics,,1,Q12025624
Q723682,dean,Pedagogická fakulta Univerzity Palackého,,1,Q12017306
Q723682,dean,University of Macedonia,,1,Q15989574
Q2518691,defence minister,,,1,Q7239703
Q1127270,deputy chairperson,,,1,Q4361931
Q1127270,deputy chairperson,Q17455141,,1,Q15249537
Q1127270,deputy chairperson,Poslanecký klub Komunistické strany Čech a Moravy,,1,Q1399066
Q1127270,deputy chairperson,United Nations Economic and Social Council,,1,Q549955
Q581817,deputy mayor,Freising,,1,Q15787696
Q108899565,deputy mayor of a place in the Czech Republic,Vysoké Pole,,1,Q12055995
Q15628644,deputy of the Supreme Soviet of the Soviet Union,,Soviet Union,1,Q190884
Q44409312,district mayor of Reinickendorf,,Reinickendorf,1,Q1201235
Q97482814,district representative in Czechia,Brno-Žabovřesky,,1,Q26719578
Q589298,editor-in-chief,De Tribune,,1,Q2388005
Q4018482,education minister,,<noval>,1,Q3090991
Q24206963,federal spokesperson of the Austrian Green Party,,Austria,1,Q78869
Q20675031,finance minister of Austria,,Austria,1,Q11735
Q98885878,first deputy prime minister of the Republic of Moldova,,Moldova,1,Q4164146
Q7330070,foreign minister,,<noval>,1,Q162130
Q7330070,foreign minister,Monaco,<noval>,1,Q3186188
Q111796716,formateur,,,1,Q607189
Q6501749,general secretary,Israeli Labor Party,<noval>,1,Q3593226
Q6501749,general secretary,Nationalist Youth of Catalonia,<noval>,1,Q11928385
Q84550204,governor of Jämtland County,,Jämtland County,1,Q4967270
Q17538712,governor of Uppsala County,,Uppsala County,1,Q490785
Q1221899,gynaecology,,,1,Q2277956
Q1300660,honorary chairperson,,,1,Q1362522
Q1075179,honorary consul,Togo,,1,Q1382799
Q16533,judge,International Criminal Tribunal for the former Yugoslavia,,1,Q1942571
Q9982713,judge of the Supreme Court of India,,India,1,Q1158102
Q17763739,justice minister,,,1,Q20568079
Q81572777,leader of the Conservative Party of Canada,,Canada,1,Q1700898
Q21683586,leader of the Progressive Conservative Party of Ontario,,,1,Q3369936
Q2914468,life peer,,,1,Q334491
Q190780,limb,European Court of Auditors,,1,Q1576649
Q19940089,managing director,World Bank,,1,Q289350
Q670106,mayor,,Italy,1,Q18222763
Q30185,mayor,Arad,municipality,1,Q16128811
Q30185,mayor,Bad Bellingen,municipality,1,Q40997670
Q30185,mayor,Bolungarvík,municipality,1,Q16419044
Q30185,mayor,Copparo,municipality,1,Q3847548
Q30185,mayor,Lejre Municipality,municipality,1,Q12319296
Q30185,mayor,Mira,municipality,1,Q52418883
Q30185,mayor,Montebelluna,municipality,1,Q3827836
Q30185,mayor,Randers Municipality (1970–2006),municipality,1,Q1926743
Q64421048,mayor in the Czech Republic,Karviná,,1,Q19602762
Q64421048,mayor in the Czech Republic,Zlín,,1,Q12059358
Q64421048,mayor in the Czech Republic,České Budějovice,,1,Q8311874
Q15731141,mayor of Almere,,Almere,1,Q447079
Q13423495,mayor of Amsterdam,,Amsterdam,1,Q607189
Q73520454,mayor of Ancona,,Ancona,1,Q3932676
Q73616710,mayor of Andria,,Andria,1,Q3763682
Q98520278,mayor of Bacău,,Bacău,1,Q7933409
Q26691639,mayor of Badalona,,Badalona,1,Q11705387
Q106350187,"mayor of Beek, Limburg",,Beek,1,Q2251992
Q73670199,mayor of Belluno,,Belluno,1,Q3767066
Q26696590,mayor of Berzosa del Lozoya,,Berzosa del Lozoya,1,Q42685818
Q98520282,mayor of Brașov,,Brașov,1,Q18540481
Q23015483,mayor of Brescia,,Brescia,1,Q3893932
Q106213584,mayor of Brunssum,,Brunssum,1,Q983180
Q21447757,mayor of Budapest District I,,Budapest District I,1,Q1214203
Q73506755,mayor of Cagliari,,Cagliari,1,Q3724402
Q106213713,mayor of Castricum,,Castricum,1,Q2257749
Q73525397,mayor of Catanzaro,,Catanzaro,1,Q3941371
Q62087594,mayor of Chartres,,Chartres,1,Q3103080
Q26691713,mayor of Cornellà de Llobregat,,Cornellà de Llobregat,1,Q465464
Q106213903,mayor of Delfzijl,,Delfzijl,1,Q447079
Q111217703,mayor of Delémont,,Delémont,1,Q1464137
Q26690268,mayor of Donostia-San Sebastián,,Donostia-San Sebastián,1,Q1684700
Q48435491,mayor of Drammen,,Drammen,1,Q4560207
Q26692324,mayor of Estremera,,Estremera,1,Q42685818
Q5663921,mayor of Ferrol,,Ferrol,1,Q12391247
Q65593991,mayor of Gjøvik,,Gjøvik,1,Q6515181
Q106215503,mayor of Heerlen,,Heerlen,1,Q2251992
Q94365194,mayor of Kortrijk,,Kortrijk,1,Q549887
Q19328352,mayor of Leersum,,Leersum,1,Q1452565
Q48413095,mayor of Lyngdal,,Lyngdal,1,Q5650021
Q106373752,mayor of Maarssen,,Maarssen,1,Q2257749
Q100235219,mayor of Maastricht,,Maastricht,1,Q983180
Q106217338,mayor of Middelburg,,Middelburg,1,Q2257749
Q98520295,mayor of Miercurea Ciuc,,Miercurea Ciuc,1,Q591587
Q1254987,mayor of Novi Sad,,,1,Q1280390
Q56537057,mayor of Oppegård,,Oppegård,1,Q1798291
Q73499459,mayor of Pistoia,,Pistoia,1,Q3554631
Q65683983,mayor of Rana,,Rana,1,Q4586765
Q111153876,mayor of Sant Cugat del Vallès,,Sant Cugat del Vallès,1,Q4891019
Q98520304,mayor of Sectorul 1 of Bucharest,,Sector 1,1,Q12720660
Q98520308,mayor of Sectorul 5 of Bucharest,,Sector 5,1,Q18350139
Q26274423,mayor of Seville,,Seville,1,Q2750055
Q9387145,mayor of Słupsk,,Słupsk,1,Q174491
Q21013163,mayor of The Hague,,The Hague,1,Q3259044
Q26698359,mayor of Tolosa,,Tolosa,1,Q4891321
Q26690759,mayor of Tortosa,,Tortosa,1,Q17036722
Q24702372,mayor of Turin,,Turin,1,Q542406
Q106220378,mayor of Venhuizen,,Venhuizen,1,Q2257749
Q73512251,mayor of Verbania,,Verbania,1,Q3846592
Q106221011,mayor of Westland,,Westland,1,Q225902
Q16009147,mayor of a place in Belgium,Brasschaat,municipality of Belgium,1,Q1865725
Q16009147,mayor of a place in Belgium,Waremme,municipality of Belgium,1,Q593302
Q382617,mayor of a place in France,Lessay,France,1,Q3165731
Q382617,mayor of a place in France,Lessay,commune of France,1,Q3165731
Q382617,mayor of a place in France,Lillebonne,France,1,Q3371068
Q382617,mayor of a place in France,Lillebonne,commune of France,1,Q3371068
Q382617,mayor of a place in France,sixth sector,commune of France,1,Q787494
Q382617,mayor of a place in France,sixth sector,France,1,Q787494
Q99356295,mayor of a place in the Czech Republic,Havlíčkův Brod,,1,Q260804
Q99356295,mayor of a place in the Czech Republic,Hluboká nad Vltavou,,1,Q12059227
Q99356295,mayor of a place in the Czech Republic,Kralupy nad Vltavou,,1,Q12044869
Q99356295,mayor of a place in the Czech Republic,Náchod,,1,Q10857826
Q99356295,mayor of a place in the Czech Republic,Sedlčany,,1,Q17375881
Q99356295,mayor of a place in the Czech Republic,Strání,,1,Q14806480
Q99356295,mayor of a place in the Czech Republic,Stříbro,,1,Q12037931
Q99356295,mayor of a place in the Czech Republic,Vlašim,,1,Q11775893
Q99356295,mayor of a place in the Czech Republic,Žatec,,1,Q18006203
Q2922332,mayor of a settlement in Hungary,Budapest District XI,Hungary,1,Q1178612
Q2922332,mayor of a settlement in Hungary,Cegléd,Hungary,1,Q51880499
Q2922332,mayor of a settlement in Hungary,Szeged,Hungary,1,Q848456
Q21664651,mayor's adjunct,Karviná,,1,Q19602762
Q3687266,member of City Council,Ferrara,Italy,1,Q1122768
Q3687266,member of City Council,Follonica,Italy,1,Q24065956
Q53997936,member of Tallinn City Council,,Tallinn City,1,Q12376941
Q108899639,member of a Czech municipal council,Brno,,1,Q26719578
Q108899569,member of a Czech municipal council,Karviná,municipality of the Czech Republic,1,Q19602762
Q108899569,member of a Czech municipal council,Kralupy nad Vltavou,municipality of the Czech Republic,1,Q12044869
Q108899569,member of a Czech municipal council,Náchod,municipality of the Czech Republic,1,Q10857826
Q108899569,member of a Czech municipal council,Plzeň,municipality of the Czech Republic,1,Q15735123
Q108899569,member of a Czech municipal council,Prostějov,municipality of the Czech Republic,1,Q12044075
Q108899639,member of a Czech municipal council,Prostějov,,1,Q12044075
Q108899569,member of a Czech municipal council,Strání,municipality of the Czech Republic,1,Q14806480
Q108899639,member of a Czech municipal council,Strání,,1,Q14806480
Q108899569,member of a Czech municipal council,Stříbro,municipality of the Czech Republic,1,Q12037931
Q108899569,member of a Czech municipal council,Svitavy,municipality of the Czech Republic,1,Q43127518
Q108899639,member of a Czech municipal council,Svitavy,,1,Q43127518
Q108899569,member of a Czech municipal council,Teplice,municipality of the Czech Republic,1,Q42866260
Q108899569,member of a Czech municipal council,Vlašim,municipality of the Czech Republic,1,Q11775893
Q108899569,member of a Czech municipal council,Vysoké Pole,municipality of the Czech Republic,1,Q12055995
Q108899569,member of a Czech municipal council,České Budějovice,municipality of the Czech Republic,1,Q8311874
Q108899569,member of a Czech municipal council,Želechovice nad Dřevnicí,municipality of the Czech Republic,1,Q2640954
Q1343573,member of state parliament,Vorarlberg,<noval>,1,Q1373001
Q28872303,member of the 1973–74 Northern Ireland Assembly,,Northern Ireland,1,Q333991
Q18924508,member of the Bulgarian National Assembly,39th National Assembly,Bulgaria,1,Q12286732
Q3705737,member of the Constituent Assembly of Italy,,Italy,1,Q445685
Q21609684,member of the Corts Valencianes,,Land of Valencia,1,Q11940700
Q4516946,member of the Federation Council of Russia,Perm Krai,Russia,1,Q4384817
Q18984329,member of the Legislative Assembly of New Brunswick,,New Brunswick,1,Q581686
Q56573014,member of the London Assembly,,Greater London,1,Q577771
Q43183194,member of the Parliament of Cantabria,,Cantabria,1,Q5924935
Q23256979,member of the Parliament of Åland,,Åland,1,Q2270153
Q28801899,member of the Provincial Executive of Groningen,,Groningen,1,Q28801888
Q28801907,member of the Provincial Executive of North Brabant,,North Brabant,1,Q2464817
Q62295268,member of the Regional Council of Aquitaine,,Aquitaine,1,Q1524023
Q47536174,member of the Regional Council of Emilia-Romagna,,Emilia-Romagna,1,Q1122768
Q47531020,member of the Sicilian Regional Assembly,,Sicily,1,Q15791588
Q28373534,member of the States-Provincial of Groningen,,Groningen,1,Q28801888
Q27301279,member of the States-Provincial of North Brabant,,North Brabant,1,Q2464817
Q63758833,member of the departmental council of Ain,,Ain,1,Q966529
Q63758908,member of the departmental council of Ardennes,,Ardennes,1,Q2114685
Q63758922,member of the departmental council of Haut-Rhin,,Haut-Rhin,1,Q30348845
Q63758866,member of the departmental council of Haute-Saône,,Haute-Saône,1,Q3168597
Q63758912,member of the departmental council of Hautes-Pyrénées,,Hautes-Pyrénées,1,Q3172322
Q63758855,member of the departmental council of Indre,,Indre,1,Q3170153
Q63758879,member of the departmental council of Isère,,Isère,1,Q2848745
Q63758890,member of the departmental council of Jura,,Jura,1,Q3291640
Q63758917,member of the departmental council of Sarthe,,Sarthe,1,Q3035273
Q63758846,member of the departmental council of Seine-Maritime,,Seine-Maritime,1,Q602146
Q63758894,member of the departmental council of Tarn-et-Garonne,,Tarn-et-Garonne,1,Q2925398
Q63758918,member of the departmental council of Val-d'Oise,,Val-d'Oise,1,Q2863048
Q3780304,member of the general council,Bas-Rhin,department of France,1,Q761527
Q3780304,member of the general council,Canton of Annemasse-Sud,department of France,1,Q2977020
Q3780304,member of the general council,Eure-et-Loir,department of France,1,Q3103080
Q3780304,member of the general council,Haut-Rhin,department of France,1,Q981661
Q3780304,member of the general council,Isère,department of France,1,Q2848745
Q3780304,member of the general council,Loire,department of France,1,Q2897913
Q3780304,member of the general council,Moselle,department of France,1,Q3169556
Q3780304,member of the general council,canton of Brumath,department of France,1,Q2898601
Q99293617,metropolitan mayor of Turin,,Metropolitan City of Turin,1,Q542406
Q40880757,minister for Family Affairs and Integration,,Luxembourg,1,Q6755887
Q99281259,minister for Finance,,Portugal,1,Q3119570
Q30242784,minister for Justice,,Luxembourg,1,Q15275462
Q6866194,"minister of Families, Children and Social Development",,Canada,1,Q3020613
Q67153698,"minister of Finance, Commerce and Industry",,Andorra,1,Q217598
Q4294893,minister of Foreign Affairs,,Andorra,1,Q140240
Q28527071,minister of Foreign and European Affairs,,Luxembourg,1,Q286466
Q59878021,minister of Health,,Luxembourg,1,Q6707666
Q19334526,minister of the Netherlands,,Netherlands,1,Q1662099
Q3315346,ministry of Health and Prevention,,France,1,Q2978384
Q100389871,"municipal commissioner in Helsingborg municipality, Sweden",,,1,Q19977055
Q100390228,"municipal commissioner in Varberg municipality, Sweden",,,1,Q6232261
Q15113603,municipal councillor,Annemasse,commune of France,1,Q2977020
Q15113603,municipal councillor,Annemasse,France,1,Q2977020
Q106213303,municipal councillor of Bloemendaal,,Bloemendaal,1,Q2609978
Q106213346,municipal councillor of Bolsward,,Bolsward,1,Q447079
Q105762222,municipal councillor of Breda,,Breda,1,Q2784118
Q21384027,municipal councillor of Haarlem,,Haarlem,1,Q28861054
Q106216626,municipal councillor of Landgraaf,,Landgraaf,1,Q3480143
Q65493359,municipal councillor of Le Mans,,Le Mans,1,Q3293018
Q106218043,municipal councillor of Oegstgeest,,Oegstgeest,1,Q554116
Q106218085,municipal councillor of Oisterwijk,,Oisterwijk,1,Q2464817
Q106218800,municipal councillor of Reimerswaal,,Reimerswaal,1,Q3020771
Q28445251,municipal councillor of Tilburg,,Tilburg,1,Q2388005
Q106220470,municipal councillor of Vlaardingen,,Vlaardingen,1,Q225902
Q4657217,municipal executive,Brno,,1,Q12025624
Q20194364,municipal executive of Amsterdam,,Amsterdam,1,Q3259044
Q106350200,"municipal executive of Bergen, North Holland",,Bergen,1,Q2353238
Q106213831,municipal executive of De Marne,,De Marne,1,Q3259697
Q106215163,municipal executive of Haaksbergen,,Haaksbergen,1,Q2321786
Q106217109,municipal executive of Maastricht,,Maastricht,1,Q1888770
Q106220385,municipal executive of Venlo,,Venlo,1,Q2537216
Q106220469,municipal executive of Vlaardingen,,Vlaardingen,1,Q225902
Q106220703,municipal executive of Wageningen,,Wageningen,1,Q2697618
Q18694248,municipality councillor in Finland,Turku,municipality of Finland,1,Q1576649
Q169180,ombudsman,,,1,Q2750055
Q60853309,ombudsman of Luxemburg,,Luxembourg,1,Q6707722
Q18913513,ordinary member,Finance and Administrative Committee,,1,Q15787696
Q4994741,parish priest,,,1,Q261120
Q1553195,party leader,Q100231076,,1,Q4764548
Q1553195,party leader,Communist Party of Bohemia and Moravia,,1,Q12028942
Q1553195,party leader,Dawn of Direct Democracy,,1,Q15249537
Q1553195,party leader,Jobbik,,1,Q172301
Q1553195,party leader,Liberals,,1,Q6039678
Q1553195,party leader,Politics Can Be Different,,1,Q1109835
Q1553195,party leader,Social Democratic Party of Finland,,1,Q241376
Q1553195,party leader,Synaspismós,,1,Q261709
Q836971,party secretary,Left Party,,1,Q4967270
Q61037245,permanent Representative of Canada to the United Nations,,,1,Q437150
Q28547249,permanent Representative of Georgia (country) to the United Nations,,,1,Q16334103
Q98555822,permanent representative of France to the OSCE,,,1,Q2898334
Q848197,political group,,,1,Q44808359
Q91483109,prefect of Bacău county,,Bacău County,1,Q7933409
Q1255921,president,Académie des Sciences Morales et Politiques,organization,1,Q320753
Q30461,president,Communauté d'agglomération du Grand Sénonais,,1,Q3292063
Q30461,president,Danish People's Party,,1,Q1338185
Q1255921,president,Dialogue for Hungary,organization,1,Q1293787
Q30461,president,Europeans Throughout The World,,1,Q980660
Q30461,president,Finns Party,,1,Q3040284
Q30461,president,French Red Cross,,1,Q761795
Q30461,president,Guelmim-Oued Noun,,1,Q15292961
Q30461,president,Hungarian Socialist Party,,1,Q848456
Q1255921,president,Malagasy Academy,organization,1,Q301511
Q1255921,president,National Federation of Teachers of Quebec,organization,1,Q527102
Q1255921,president,Nationalist Youth of Catalonia,organization,1,Q4891019
Q30461,president,Socialist Party of the Basque Country – Basque Country Left,,1,Q1684700
Q30461,president,communauté de communes du pays d'Ancenis,,1,Q3579929
Q30461,president,communauté de communes du Pays de Saint-Bonnet-le-Château,,1,Q2897913
Q47528844,president of Calabria,,Calabria,1,Q3941371
Q64816577,president of Comarcal Council of Baix Llobregat,,Baix Llobregat,1,Q465464
Q64768871,president of Comarcal Council of La Selva,,Selva,1,Q9012034
Q7241276,president of Lombardy,,Lombardy,1,Q562097
Q7241294,president of Tuscany,,Tuscany,1,Q3554631
Q23090514,president of departmental council,departmental council of Ain,department of France,1,Q966529
Q43883389,president of the People's Party of Catalonia,,Catalonia,1,Q11705387
Q80472454,president of the Province of Sondrio,,Province of Sondrio,1,Q3745874
Q43852848,president of the Provincial Deputation of Barcelona,,Barcelona Province,1,Q465464
Q111008336,president of the city council of Warsaw,,Warsaw,1,Q932720
Q104523472,president of the constitutional counsel,,Algeria,1,Q1398046
Q1872450,president of the general council,Drôme,department of France,1,Q3027038
Q1872450,president of the general council,general council of Bas-Rhin,department of France,1,Q761527
Q1872450,president of the general council,general council of Isère,department of France,1,Q2848745
Q1872450,president of the general council,general council of Val-d'Oise,department of France,1,Q2863048
Q6087309,procurador en Cortes,,Francoist Spain,1,Q65496770
Q2113250,prorector,Masaryk University,,1,Q12025624
Q212071,rector,Masaryk University,educational institution,1,Q12025624
Q212071,rector,Opole University of Technology,educational institution,1,Q11818205
Q212071,rector,University of Antananarivo,educational institution,1,Q301511
Q24213585,regional council member,Veneto,Italy,1,Q3827836
Q62292905,regional councilor of Nouvelle-Aquitaine,,New Aquitaine,1,Q781970
Q106825761,scout,,,1,Q447079
Q736559,secretary of state,Ministry of Culture and National Heritage,<noval>,1,Q6160839
Q736559,secretary of state,Ministry of Foreign Affairs of Hungary,<noval>,1,Q839873
Q10855085,secretary-general,Ciucă Cabinet,,1,Q18544263
Q10855085,secretary-general,People's Movement Party,,1,Q28038915
Q20177062,senator of the Community,,France,1,Q1242626
Q17221,spokesperson,,,1,Q1938304
Q17221,spokesperson,Council of the European Union,,1,Q18686248
Q17221,spokesperson,La République En Marche,,1,Q30342405
Q17221,spokesperson,National Liberal Party,,1,Q21747063
Q12336940,state auditor,,,1,Q12327462
Q766504,undersecretary,Ministry of Foreign Affairs of Hungary,,1,Q110812967
Q23640231,undersecretary to a ministry of the Greek government,,Greece,1,Q462542
Q23640231,undersecretary to a ministry of the Greek government,Cabinet of Konstantinos Mitsotakis,Greece,1,Q12881067
Q42178,vice president,IG Metall,,1,Q65527
Q42178,vice president,Justice and Development Party,,1,Q611851
Q42178,vice president,Supreme Audit Office of the Czech Republic,,1,Q10857826
Q42178,vice president,general council of Haute-Savoie,,1,Q2977020
Q23778897,youth sports minister,,,1,Q274775
Q83275550,Ústí nad Labem Region Assembly member,,Ústí nad Labem Region,1,Q42866260
Q66757104,concejal del Ayuntamiento de Jerez de la Frontera,,Jerez de la Frontera,1,Q1317281
Q51394398,consejero de Sanidad y Servicios Sociales de la Comunidad de Madrid,,Community of Madrid,1,Q6112228
Q47132543,delegado del Gobierno en Andalucía,,Andalusia,1,Q4776970
Q43188669,delegado del Gobierno en el País Vasco,,Basque Autonomous Community,1,Q1684700
Q64821629,director general del Instituto de la Cinematografía y de las Artes Audiovisuales,,Spain,1,Q1399049
Q47386175,presidente de la Junta General del Principado de Asturias,,Asturias,1,Q6054933
Q57550594,secretario de Estado de Relaciones con las Cortes,,Spain,1,Q21001362
Q43371120,vicepresidente de la Diputación Provincial de Gerona,,Province of Girona,1,Q9012034
Q50765117,vicepresidente primero de la Asamblea de Madrid,,,1,Q6112228
Q109041904,Préfet hors cadre,,,1,Q3172322
Q61284587,Secrétaire d'État chargé des Anciens Combattants et de la Mémoire,,France,1,Q3167502
Q112244242,ambassadeur de Macédoine du Nord en Allemagne,,,1,Q690405
Q99653618,chef du conseil du comté de Nordland,,Nordland,1,Q7818323
Q66499557,conseiller communautaire de Cambrai,,communauté d'agglomération de Cambrai,1,Q3159355
Q66499851,conseiller communautaire de Châteaubriant-Derval,,communauté de communes Châteaubriant-Derval,1,Q3573589
Q66499522,conseiller communautaire de Châteauroux Métropole,,Châteauroux Métropole,1,Q3170153
Q66499531,conseiller communautaire de Colmar Agglomération,,Colmar Agglomération,1,Q3105793
